,id,chat_history,gt_response,RLPA_response,blenderbot_response
1120,1120,"[usr] I don't watch a lot of kids movies these days, but they always bring back fond memories [sys] Same. What are your favorites? [usr] I've seen the movie Trolls probably 100 times, that and Harry Potter! [sys] That's funny. I've also seen Trolls about 100 times. My daughter is now sick of it! [usr] Yeah, sometimes there's more to those movies than you think, like they actually considered how adults would react",I've noticed a lot of the newer kids movies have adult jokes in them.,I know. It's crazy to think that kids will be the same age as the actors when they grow up.,I agree. I remember as a kid seeing Beauty and the Beast. I thought that movie was made for kids!
1121,1121,"[usr] I don't watch a lot of kids movies these days, but they always bring back fond memories [sys] Same. What are your favorites? [usr] I've seen the movie Trolls probably 100 times, that and Harry Potter! [sys] That's funny. I've also seen Trolls about 100 times. My daughter is now sick of it! [usr] Yeah, sometimes there's more to those movies than you think, like they actually considered how adults would react [sys] I've noticed a lot of the newer kids movies have adult jokes in them. [usr] Yeah, maybe kids are just getting smarter with the internet and everything",Yeah maybe that... they are also lazier.,It's a good thing too. More information is available to them now a days about everything.,Adults should know better than to use the internet in a way that they shouldn't have.
1122,1122,[usr] Getting my first job felt like I had a lot more freedom with my life,Yeah I get that. Where did you work?,"I know that feeling, how long have you been working for your first job?  I was working in a call center for 6 years.",I know what you mean. I hated my job at the time but now I love my job
1123,1123,"[usr] Getting my first job felt like I had a lot more freedom with my life [sys] Yeah I get that. Where did you work? [usr] Dairy Queen, it was the only restaurant in my town",Oh yum. Not a terrible place to work!,That sounds like a fun job.  Milkshakes are my favorite food so I would love to work at a place like that.,Nice. I bet you worked your butt off. Military life isn't as free as people think it is.
1124,1124,"[usr] Getting my first job felt like I had a lot more freedom with my life [sys] Yeah I get that. Where did you work? [usr] Dairy Queen, it was the only restaurant in my town [sys] Oh yum. Not a terrible place to work! [usr] True, most of my friends worked there too so it wasn't too boring.","Yes , work is better with friends.",I like a lot of the food from there so I wouldn't be surprised if it was boring.,I worked at a pizza place in college. It was nice because we made our own pizza.
1125,1125,"[usr] Getting my first job felt like I had a lot more freedom with my life [sys] Yeah I get that. Where did you work? [usr] Dairy Queen, it was the only restaurant in my town [sys] Oh yum. Not a terrible place to work! [usr] True, most of my friends worked there too so it wasn't too boring. [sys] Yes , work is better with friends. [usr] Yeah, so there wasn't too much of a pressure to work really hard, it wasn't too busy either",Really? I'm surprised the only restaurant in town wasn't busy.,That's good. I like my job but I would like a little more freedom as well.,I like my work too. It's a great feeling when you work hard for something you're passionate about.
1126,1126,[usr] Seeing people do good things for each other always brightens my day,Did you see that happen today?,"I agree, it always makes me feel good when I see people show their kindness to each other.",I wholeheartedly agree. It is so nice to see people show their kindness to each other.
1127,1127,"[usr] Seeing people do good things for each other always brightens my day [sys] Did you see that happen today? [usr] Yeah, someone paid for this guy's groceries in the store without asking!",That's pretty cool.  What a nice person.,That is such a nice thing to do. I wish more people would help each other out in the world.,That is so nice.  I wish more people would do that.  The world would be a better place.
1128,1128,[usr] Rolling down a huge downhill street with no brakes was fun but nervewracking,Whoa!  What were you driving that had no brakes?,I bet it was. I would be nervous too. I am happy that you got out safe.,"Oh yeah, I know what you mean. I always feel like I'm about to crash whenever I do something like that."
1129,1129,[usr] Rolling down a huge downhill street with no brakes was fun but nervewracking [sys] Whoa!  What were you driving that had no brakes? [usr] I found a bike on the side of the road but didn't test it before coasting down this hill,That sounds quite scary!  Did everything turn out OK?,That's awesome.  Are you going to take it to the shop to get it fixed?,I bet that was nerve-wracking!  I don't think I would have been brave enough to test it out!
1130,1130,[usr] When you're in the sauna and the man next to you decides to take off his towel... No thanks,Haha!  Awkward.  What did you do?  Did you hurry up and get out of there?,"Ha ha, ha.  That would be humiliating.  Did you laugh or cry?",That's the worst. I've had that happen to me at the dentist before.
1131,1131,"[usr] When you're in the sauna and the man next to you decides to take off his towel... No thanks [sys] Haha!  Awkward.  What did you do?  Did you hurry up and get out of there? [usr] Yeah, I'm not good with confrontations",Same here.  I would rather just leave the situation.,Maybe you should find a new job.  Do you think you're going to tell him?,Me either.  I would have been so embarrassed.  Hopefully you don't see that again!
